Title,Rating,Votes,Duration,Genre
Mufasa: The Lion King,6.6,63000,118,Adventure
Twisters,6.5,168000,122,Adventure
Gladiator II,6.5,229000,148,Adventure
Moana 2,6.6,102000,100,Adventure
Flow,7.9,74000,85,Adventure
Sonic the Hedgehog 3,6.9,59000,110,Adventure
Kraven the Hunter,5.5,55000,127,Adventure
Deadpool & Wolverine,7.6,492000,128,Adventure
Paddington in Peru,6.7,21000,106,Adventure
Dune: Part Two,8.5,625000,166,Adventure
Venom: The Last Dance,6.0,117000,110,Adventure
The Count of Monte-Cristo,7.6,34000,178,Adventure
Freaky Tales,7.2,1200,107,Adventure
Furiosa: A Mad Max Saga,7.5,285000,148,Adventure
Transformers One,7.6,51000,104,Adventure
Borderlands,4.7,48000,101,Adventure
The Return,6.2,8500,116,Adventure
Despicable Me 4,6.2,65000,94,Adventure
The Day the Earth Blew Up: A Looney Tunes Movie,7.0,4200,91,Adventure
Madame Web,4.0,101000,116,Adventure
Inside Out 2,7.5,216000,96,Adventure
The Lord of the Rings: The War of the Rohirrim,6.3,30000,134,Adventure
Bad Boys: Ride or Die,6.5,100000,115,Adventure
Red One,6.3,140000,123,Adventure
Solo Leveling: ReAwakening,8.7,12000,121,Adventure
Love Lies Bleeding,6.6,57000,104,Adventure
Damsel,6.1,110000,110,Adventure
Godzilla x Kong: The New Empire,6.0,122000,115,Adventure
Ghostbusters: Frozen Empire,6.1,93000,115,Adventure
Kingdom of the Planet of the Apes,6.9,151000,145,Adventure
Spaceman,5.7,43000,107,Adventure
Kung Fu Panda 4,6.3,68000,94,Adventure
Survive,4.5,2500,90,Adventure
Uglies,4.7,33000,100,Adventure
The Garfield Movie,5.7,24000,101,Adventure
My Penguin Friend,6.7,5200,97,Adventure
Harold and the Purple Crayon,5.7,8400,90,Adventure
Attack on Titan the Movie: The Last Attack,9.2,16000,145,Adventure
Atlas,5.6,56000,118,Adventure
Descendants: The Rise of Red,4.7,7000,91,Adventure
Monster Summer,5.7,3700,97,Adventure
Wallace & Gromit: Vengeance Most Fowl,7.5,34000,82,Adventure
Kalki 2898 AD,7.0,67000,180,Adventure
Spellbound,5.5,7400,109,Adventure
Arthur the King,7.0,34000,107,Adventure
Night of the Zoopocalypse,6.0,659000,91,Adventure
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Adventure
Hitpig,5.1,942000,86,Adventure
Thelma the Unicorn,5.7,2900,93,Adventure
Family Pack,5.5,9100,94,Adventure
The Best Christmas Pageant Ever,6.8,6100,99,Adventure
No Way Up,4.6,11000,90,Adventure
Buffalo Kids,6.6,693000,93,Adventure
Megamind vs. The Doom Syndicate,2.5,5600,83,Adventure
The Unholy Trinity,7.9,53000,93,Adventure
Orion and the Dark,6.3,17000,93,Adventure
Bookworm,6.0,1900,103,Adventure
Lost on a Mountain in Maine,6.1,1200,98,Adventure
The Goat Life,7.1,47000,173,Adventure
Winner,6.5,2500,103,Adventure
The Courier,6.0,4400,101,Adventure
Sasquatch Sunset,5.4,5400,88,Adventure
Hanu Man,7.7,29000,158,Adventure
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Adventure
River of Blood,5.2,1800,86,Adventure
"I, the Executioner",6.3,1700,118,Adventure
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,94,Adventure
Badland Hunters,5.9,12000,107,Adventure
The Last of Us: Immunity,5.3,19000,64,Adventure
My Hero Academia: You're Next,7.0,2200,110,Adventure
That Christmas,6.8,17000,91,Adventure
Raqa,5.6,217000,107,Adventure
Ultraman: Rising,6.9,6400,117,Adventure
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104,Adventure
The Price of Money: A Largo Winch Adventure,5.0,1200,100,Adventure
Manjummel Boys,8.2,27000,135,Adventure
Something in the Water,4.1,4700,86,Adventure
Woody Woodpecker Goes to Camp,4.5,2600,100,Adventure
No Chains No Masters,6.4,550000,98,Adventure
The Wages of Fear,4.6,4100,104,Adventure
Saving Bikini Bottom: The Sandy Cheeks Movie,3.7,3900,82,Adventure
The Empire,5.2,1200,110,Adventure
Anaconda,4.9,637000,84,Adventure
Doraemon the Movie: Nobita's Earth Symphony,6.6,1500,115,Adventure
Cult Killer,4.8,2800,105,Adventure
Chuck Billy and the Marvelous Guava Tree,7.4,1000,90,Adventure
Dragonkeeper,5.7,1700,98,Adventure
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,94,Adventure
Eat the Night,6.1,485000,106,Adventure
200% Wolf,5.9,1300,98,Adventure
Angels Fallen: Warriors of Peace,4.9,5800,103,Adventure
Sixty Minutes,5.7,5200,88,Adventure
Saint-Exupéry,5.4,326000,98,Adventure
The Twisters,2.5,341000,86,Adventure
Escape,6.4,2000,94,Adventure
The Tiger's Apprentice,5.7,2200,84,Adventure
Golden Kamuy,6.3,2600,127,Adventure
Overlord: The Sacred Kingdom,6.9,991000,135,Adventure
Bambi: A Tale of Life in the Woods,5.7,173000,78,Adventure
Operation Blood Hunt,3.5,489000,93,Adventure
Panda Bear in Africa,5.5,347000,84,Adventure
Autumn and the Black Jaguar,5.6,1000,100,Adventure
Bade Miyan Chote Miyan,3.7,39000,163,Adventure
Gaami,6.4,2000,147,Adventure
Crayon Shin-chan: Ora's Dinosaur Diary,6.4,356000,106,Adventure
Kanguva,4.5,15000,152,Adventure
Unspeakable: Beyond the Wall of Sleep,6.1,55000,90,Adventure
A.R.M,7.1,8700,150,Adventure
A Sloth Story,5.6,206000,90,Adventure
Mountain Boy,8.3,24000,93,Adventure
Rebellious,6.0,195000,94,Adventure
Devil's Knight,5.2,896000,90,Adventure
A Legend,4.7,912000,129,Adventure
The Last Redemption,6.6,3700,122,Adventure
The Firing Squad,5.1,5000,93,Adventure
Man and Witch: The Dance of a Thousand Steps,5.5,332000,94,Adventure
Elli and the Ghostly Ghost Train,5.1,101000,86,Adventure
WWII: Operation Phoenix,6.2,77000,106,Adventure
War of the Worlds: Extinction,3.0,207000,84,Adventure
Lumina,2.1,672000,113,Adventure
Thangalaan,6.6,6600,156,Adventure
Cells at Work!,6.7,241000,109,Adventure
Noah's Ark,4.3,662000,96,Adventure
Dongeng Sang Kancil,6.7,173000,99,Adventure
Planetquake,3.0,307000,85,Adventure
Meanwhile on Earth,6.0,916000,89,Adventure
Bionic,4.3,1700,110,Adventure
Escape from the 21st Century,6.5,887000,98,Adventure
Robin and the Hoods,4.3,512000,100,Adventure
Gracie and Pedro: Pets to the Rescue,5.1,276000,87,Adventure
This Too Shall Pass,9.0,12000,105,Adventure
School of Magical Animals 3,5.8,315000,105,Adventure
All for One,1.4,660000,97,Adventure
Return to Wickensburg,5.0,30000,88,Adventure
Roadkill,3.7,685000,90,Adventure
Big City Greens the Movie: Spacecation,6.2,543000,83,Adventure
Pimpinero: Blood and Oil,5.6,551000,121,Adventure
The Keepers of the 5 Kingdoms,4.0,219000,109,Adventure
The Last Ronin,4.9,577000,115,Adventure
The Mountain,6.6,157000,89,Adventure
Warrior Awang and Master Tok Gajah,4.6,476000,118,Adventure
The Goat,5.7,186000,91,Adventure
No Time to Spy: A Loud House Movie,6.4,450000,81,Adventure
Kvitebjørn,5.9,62000,85,Adventure
I Heart Robots,4.6,2400,76,Adventure
Dalia y el Libro Rojo,6.5,91000,107,Adventure
Gladiators,5.9,45000,95,Adventure
Spiders on a Plane,5.1,373000,78,Adventure
Barroz: Guardian of Treasures,3.5,1000,155,Adventure
Rally Caps,5.5,140000,100,Adventure
Never Look Away,7.2,265000,85,Adventure
One Million Babes BC,2.1,85000,75,Adventure
Oscar Wilde About America,4.4,28000,98,Adventure
Beyond existence,4.3,21000,95,Adventure
My Freaky Family,6.3,406000,86,Adventure
My Oni Girl,6.0,1700,112,Adventure
"Maya, donne-moi un titre",6.4,54000,61,Adventure
The Kingdom,7.9,91000,133,Adventure
Marianengraben,7.4,84000,87,Adventure
Going Viral,6.9,53000,90,Adventure
Ayalaan,6.0,4000,155,Adventure
Mobile Suit Gundam SEED Freedom,6.6,953000,124,Adventure
Diplodocus,6.3,178000,90,Adventure
The Phantom Warrior,2.4,555000,119,Adventure
Guest from the Future,6.0,1200,141,Adventure
Seven Seas Seven Hills,8.7,89000,90,Adventure
Si Juki the Movie: Harta Pulau Monyet,6.0,119000,107,Adventure
Odio el verano,5.1,585000,103,Adventure
Storm Crashers,6.2,563000,88,Adventure
Road Wars: Max Fury,2.0,350000,83,Adventure
Five Friends,6.7,909000,112,Adventure
The Casagrandes Movie,5.6,667000,89,Adventure
A Trip Elsewhere,5.5,102000,93,Adventure
Earthquake Underground,3.3,196000,83,Adventure
Rocky Road to Berlin,7.2,1400,104,Adventure
STEVE (A Minecraft Movie),6.9,12000,61,Adventure
Dünya Varmis,7.2,54000,100,Adventure
Fox & Hare Save the Forest,5.9,203000,71,Adventure
Treasure Trackers,5.8,163000,92,Adventure
Ahl Al Kahf,5.3,265000,120,Adventure
Kalvan,5.6,985000,142,Adventure
Bureau 749,4.0,533000,123,Adventure
Luigi's Mansion,6.0,17000,60,Adventure
The Traveller,5.2,208000,134,Adventure
Oculus,6.0,15000,113,Adventure
Shrek 5: The Contract - A Fan Made Film,7.0,19000,84,Adventure
My Fathers' Daughter,6.7,74000,78,Adventure
The Lost Tiger,7.9,45000,90,Adventure
The Epidemic,5.7,72000,95,Adventure
Amazon Bullseye,5.2,204000,113,Adventure
Buddy,3.8,346000,137,Adventure
Die Chaosschwestern und Pinguin Paul,5.7,68000,100,Adventure
Memes & Nightmares,5.7,86000,81,Adventure
Nintama Rantaro Dokutake Ninja-tai Saikyou no Gunshi,6.9,21000,90,Adventure
Captain Miller,6.5,8600,157,Adventure
Bremenskie muzykanty,4.6,671000,115,Adventure
Sunlight,7.9,17000,96,Adventure
Empire Queen: The Golden Age of Magic,3.2,204000,148,Adventure
Taklee Genesis x Worlds Collide,5.4,410000,146,Adventure
The Trail,7.8,37000,80,Adventure
Shanghai Story,8.2,58000,71,Adventure
Game On,2.6,353000,85,Adventure
Spirit Riser,6.7,33000,98,Adventure
The Backrooms,6.2,8000,63,Adventure
Kodaikanal,9.2,69000,173,Adventure
Sam and Colby: The Legends of the Paranormal,4.8,307000,98,Adventure
At Her Feet,7.5,41000,100,Adventure
Vertical,5.2,133000,111,Adventure
Daye: Seret ahl el Daye,7.9,17000,104,Adventure
Un lío de millones,6.0,50000,91,Adventure
Its Name Was Mormo,3.7,115000,93,Adventure
Bull Shark 3,3.5,84000,76,Adventure
The Big Trip 3: Race Around the World,5.6,59000,85,Adventure
Zak & Wowo: The Legend of Lendarys,5.7,96000,85,Adventure
Jathara,7.8,1100,129,Adventure
Formed Police Unit,4.6,479000,120,Adventure
Tokusou Sentai Dekaranger 20th: Fireball Booster,7.0,33000,50,Adventure
Transformers Prime: Galavatron's Revenge,3.4,10000,104,Adventure
Niko: Beyond the Northern Lights,6.2,333000,86,Adventure
Stinky Summer,5.6,51000,90,Adventure
The Forest,6.3,49000,77,Adventure
Powder Pup,6.2,76000,89,Adventure
Dragon Ball Z Kai,8.5,71000,82,Adventure
This Land of Mine,5.7,11000,90,Adventure
Friendly Fire,5.7,37000,105,Adventure
Trifole,7.6,51000,100,Adventure
The Adventures of Jurassic Pet: Return to the Wild,5.2,63000,90,Adventure
Jurassic Triangle,2.5,281000,84,Adventure
Kaizen,7.3,654000,160,Adventure
Little Emma,5.9,114000,106,Adventure
Dead Dead Demon's Dededede Destruction,7.0,145000,120,Adventure
Dreams,7.6,8000,106,Adventure
My Redneck Neighbor: Chapter 1 - The Rednecks Are Coming,5.7,9000,74,Adventure
Askepote,3.5,83000,72,Adventure
Lo carga el diablo,7.4,23000,93,Adventure
Captain Avispa,5.8,177000,96,Adventure
Yolki 11,4.7,170000,92,Adventure
Death Game,6.3,24000,88,Adventure
Diving Into the Darkness,9.1,83000,96,Adventure
The Star City Murders,4.1,142000,79,Adventure
Next to Us,4.8,225000,125,Adventure
Birds Flying East,5.8,567000,100,Adventure
Mong Vuot,5.3,123000,96,Adventure
Satu - Year of the Rabbit,9.1,56000,93,Adventure
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12000,65,Adventure
Teenz,4.4,864000,122,Adventure
LasseMajas detektivbyrå - Maskoten som försvann,6.0,58000,90,Adventure
Ghost Island,7.3,47000,95,Adventure
Tulang Belulang Tulang,7.0,47000,95,Adventure
Fuuto PI: Portrait of Kamen Rider Skull,7.5,42000,82,Adventure
Z-Mom,4.9,45000,90,Adventure
The Slave and the Sorcerer,6.7,40000,86,Adventure
Håkan Bråkan 2,5.3,133000,92,Adventure
Dünya Mali: Eksi Bir,7.2,17000,133,Adventure
Stranded Pearl,6.0,27000,90,Adventure
Gepack,6.6,360000,97,Adventure
Witch Hunter,5.3,24000,80,Adventure
Letuchiy korabl,3.8,298000,100,Adventure
Permafrost,5.7,115000,80,Adventure
The Umbrella Fairy,5.5,54000,95,Adventure
Tri kota. Zimnie kanikuly,6.5,31000,65,Adventure
Major Grom: The Game,6.1,1900,168,Adventure
Turma da Mônica Jovem: Reflexos do Medo,2.8,258000,88,Adventure
Arctic Hollow,2.3,180000,70,Adventure
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,35000,71,Adventure
Masha i Medved v kino: Park chudes,7.6,17000,58,Adventure
Dikkie Dik 2: Een Nieuwe Vriend voor Dikkie Dik,7.4,72000,70,Adventure
Historia de pastores,5.5,34000,80,Adventure
The Worlds Divide,8.1,39000,120,Adventure
Benjamin Bat,7.9,30000,75,Adventure
Baba Yaga spasaet Novyy god,4.4,116000,99,Adventure
Yaren Leylek,5.9,27000,95,Adventure
The Yoshi Movie,7.7,12000,105,Adventure
Cazatesoros,6.4,28000,106,Adventure
Hain,2.9,45000,95,Adventure
Güzel Bir Rüya,4.7,44000,79,Adventure
BAM!,6.9,29000,80,Adventure
Naa Saami Ranga,4.5,1200,150,Adventure
Tri bogatyrya. Ni dnya bez podviga,5.7,69000,61,Adventure
Igrisca ne damo!,7.0,27000,79,Adventure
Tay 2: Ebabil Takimi,5.2,38000,78,Adventure
Rocky and Bullwinkle,9.2,13000,100,Adventure
Xibalba Monster,6.5,29000,76,Adventure
Vikaasaparva,8.5,541000,134,Adventure
Six Nine Five (695),7.1,705000,137,Adventure
Dead Dead Demon's Dededede Destruction Zenpen,7.1,140000,120,Adventure
Dikkie Dik en de Verdwenen Knuffel,7.3,130000,62,Adventure
Tipppsy,8.2,33000,115,Adventure
Abudeka Is Back,5.3,35000,120,Adventure
Ognivo,5.5,226000,105,Adventure
Chernyy zamok,7.9,19000,115,Adventure
"Silex and the City, le film",4.9,50000,77,Adventure
Appu,8.6,182000,92,Adventure
Nature Cat's Nature Movie Special Extraordinaire,7.3,19000,53,Adventure
The Secret of Pin-Up Island,7.4,92000,107,Adventure
Moy dikiy drug,6.5,58000,100,Adventure
Two Breaths,8.2,22000,18,Adventure
Nothing Unusual,9.7,12000,92,Adventure
Mobile Suit Gundam: Silver Phantom,6.1,13000,90,Adventure
Oyunda Kal: Eglence Arenasi,2.6,36000,92,Adventure
Pui Pui Molcar the Movie: Molmax,7.0,9000,69,Adventure
Surge of Power: Where There's Smoke,6.5,13000,68,Adventure
The Eye of the Salamander,7.9,20000,81,Adventure
Bratya,2.8,122000,103,Adventure
Goodbye Hamdi,6.2,9000,85,Adventure
Cândido,6.3,61000,99,Adventure
Chhota Bheem and the Curse of Damyaan,4.8,2300,145,Adventure
Fights Break Sphere 3,4.7,8000,81,Adventure
Wilhelm Gustloff,8.7,8000,110,Adventure
Mama,8.5,7000,100,Adventure
Joachim and the Apocalypse,7.2,13000,90,Adventure
Triple 7: They Said It Couldn't Be Done,8.5,14000,97,Adventure
Adam i Eva,5.1,94000,95,Adventure
Steal the Naughty List,6.4,120000,90,Adventure
The Last Five Days: The Freak Building,3.8,58000,61,Adventure
Samaya bolshaya luna,2.4,128000,105,Adventure
Poklad,4.4,41000,100,Adventure
Petualangan Anak Penangkap Hantu,6.0,25000,99,Adventure
Operation Wakaliga: Fate and Blood,6.7,11000,66,Adventure
Manyunya. Priklyucheniya v derevne,5.8,121000,84,Adventure
Zoloto Umalty,4.9,109000,109,Adventure
Jaunt,8.4,7000,78,Adventure
Hope & Glory,6.6,145000,44,Adventure
Vasilisa i khraniteli vremeni,3.1,68000,98,Adventure
Kiyma: Orman Kanunlari,4.5,36000,81,Adventure
Suchana,8.8,511000,90,Adventure
Antarctic Voyage,6.8,6000,48,Adventure
The Dragon's Tomb,6.8,52000,77,Adventure
Manyunya. Priklyucheniya v Moskve,5.8,111000,87,Adventure
Mortadella,8.4,6000,90,Adventure
Anytime,8.9,20000,62,Adventure
The Very Last Christmas,8.5,12000,75,Adventure
Piraty galaktiki Barrakuda,4.5,82000,92,Adventure
Troy the Bharat Putra,5.5,31000,134,Adventure
Longe da Estrada,6.0,9000,68,Adventure
"Fallen Leaves, Broken Lighters",7.7,7000,96,Adventure
De Legende van Familie Vos,5.7,59000,81,Adventure
Suvorovets 1944,5.1,9000,90,Adventure
V potoke trekh stikhiy,5.2,42000,85,Adventure
Mai Martaba,4.9,10000,86,Adventure
Wonderland,6.8,12000,120,Adventure
Advent,7.5,6000,119,Adventure
Heavens: The Boy and His Robot,6.3,22000,98,Adventure
Príncipe Lu e a Lenda do Dragão,4.2,27000,90,Adventure
Yasmeen's Element,7.6,20000,76,Adventure
Kade,6.7,16000,92,Adventure
Novogodniy ekspress,9.2,6000,47,Adventure
Tur s Ivanushkami,5.3,159000,111,Adventure
The Ballad of Straw Hat Sam,9.2,10000,45,Adventure
Bar MoskvaChiki,5.2,102000,91,Adventure
The Bigfoot Prophecy,4.8,23000,117,Adventure
LUDA,7.2,6000,86,Adventure
Tayna Chyornoy Ruki,5.7,23000,84,Adventure
Novyy god v Beryozovke,7.1,99000,94,Adventure
Tracing the Divide,8.8,170000,84,Adventure
Abar Arownne Din Ratri,8.0,8000,111,Adventure
Dracu Ra,5.4,37000,106,Adventure
Il ricercatore,5.8,7000,71,Adventure
A Christmas Carol,9.8,11000,39,Adventure
Applepictures the Poseidon Legacy,6.4,19000,84,Adventure
No More Trouble - Cosa rimane di una tempesta,8.5,19000,97,Adventure
StarGazer: The Need of the Many,5.0,9000,47,Adventure
Chyortov kamen,6.4,10000,105,Adventure
Dandelion,8.9,9000,95,Adventure
Kyle and the Last Emerald 2,8.4,7000,15,Adventure
"Poymay sobaku, esli smozhesh",3.5,36000,96,Adventure
Moy lyubimyy chempion,2.4,418000,95,Adventure
Frankenstein Theater: The Magic Sword,4.4,23000,82,Adventure
Colour Palette,9.1,28000,87,Adventure
Lajjpal,9.0,8000,252,Adventure
The Blinkless,7.8,12000,59,Adventure
YA - medved,5.0,61000,97,Adventure
Mesken (Messuage),7.5,38000,102,Adventure
Isle: Alpha One,8.4,7000,97,Adventure
Mukhadrakon,5.3,18000,109,Adventure
Skazochnyy patrul. Shou prodolzhayetsya,7.2,11000,65,Adventure
PW V: Tears of the Fallen,8.2,11000,60,Adventure
Pirates & Slaves,5.8,6000,53,Adventure
Turbozavry. God drakona,9.2,43000,48,Adventure
Ngesot,4.8,18000,87,Adventure
Sehnsucht nach Firdaws,8.5,6000,103,Adventure
Let's Go! Anpanman: Baikinman and Lulun,6.5,7000,64,Adventure
Selebryata,3.8,20000,93,Adventure
Banana Boat,5.7,20000,78,Adventure
Boom!,8.3,11000,90,Adventure
Luccas e Gi em: Dinossauros,3.5,27000,91,Adventure
Whites Only: Ade's Extremist Adventure,7.0,27000,65,Adventure
I'm Professional,3.7,8000,95,Adventure
Gostya iz kosmosa,8.5,6000,70,Adventure
Okhota na russkogo geniya,5.3,11000,71,Adventure
Piri Reis: The Incredible Chart,6.9,22000,138,Adventure
Beyaz Zenciler: Yapim Asamasi,8.6,5000,55,Adventure
The Kingfish 2,7.9,10000,72,Adventure
Twisters,6.5,168000,122,Action
Gladiator II,6.5,229000,148,Action
Sonic the Hedgehog 3,6.9,59000,110,Action
Kraven the Hunter,5.5,55000,127,Action
Deadpool & Wolverine,7.6,492000,128,Action
Civil War,7.0,237000,109,Action
Dune: Part Two,8.5,625000,166,Action
The Ministry of Ungentlemanly Warfare,6.8,135000,122,Action
Venom: The Last Dance,6.0,117000,110,Action
The Beekeeper,6.3,157000,105,Action
The Count of Monte-Cristo,7.6,34000,178,Action
Freaky Tales,7.2,1200,107,Action
Furiosa: A Mad Max Saga,7.5,285000,148,Action
Transformers One,7.6,51000,104,Action
Carry-On,6.5,165000,119,Action
Borderlands,4.7,48000,101,Action
Fight or Flight,6.4,7100,97,Action
The Fall Guy,6.8,221000,126,Action
The Crow,4.7,35000,111,Action
Road House,6.2,168000,121,Action
Rebel Ridge,6.8,88000,131,Action
Pushpa: The Rule - Part 2,6.1,56000,201,Action
Madame Web,4.0,101000,116,Action
The Lord of the Rings: The War of the Rohirrim,6.3,30000,134,Action
Elevation,5.6,22000,91,Action
Absolution,5.2,8100,112,Action
Bad Boys: Ride or Die,6.5,100000,115,Action
Red One,6.3,140000,123,Action
Solo Leveling: ReAwakening,8.7,12000,121,Action
Love Lies Bleeding,6.6,57000,104,Action
Argylle,5.6,93000,139,Action
Damsel,6.1,110000,110,Action
William Tell,5.7,2500,133,Action
The Union,5.4,53000,107,Action
Godzilla x Kong: The New Empire,6.0,122000,115,Action
Kingdom of the Planet of the Apes,6.9,151000,145,Action
Land of Bad,6.6,51000,113,Action
Hellboy: The Crooked Man,4.5,13000,99,Action
Kung Fu Panda 4,6.3,68000,94,Action
Werewolves,4.4,6600,93,Action
Homestead,5.3,3600,112,Action
Survive,4.5,2500,90,Action
Monkey Man,6.8,92000,121,Action
Aftermath,5.1,4000,97,Action
The Killer's Game,5.8,17000,104,Action
The Instigators,6.2,38000,101,Action
Beverly Hills Cop: Axel F,6.4,81000,118,Action
Lift,5.5,49000,107,Action
Gunner,3.2,2700,106,Action
Classified,3.7,2600,105,Action
Blitz,6.2,16000,120,Action
Uglies,4.7,33000,100,Action
Maharaja,8.4,67000,141,Action
The Killer,5.7,13000,126,Action
Old Guy,5.2,2400,94,Action
Drive-Away Dolls,5.4,23000,84,Action
Attack on Titan the Movie: The Last Attack,9.2,16000,145,Action
Thelma,7.0,22000,98,Action
Atlas,5.6,56000,118,Action
Azrael,5.4,11000,86,Action
Descendants: The Rise of Red,4.7,7000,91,Action
Arcadian,5.5,23000,92,Action
Toofan,7.4,8100,145,Action
Watchmen: Chapter I,7.1,6600,83,Action
Marco,6.8,21000,145,Action
Apocalypse Z: The Beginning of the End,6.1,20000,117,Action
Dirty Angels,4.3,3400,104,Action
Canary Black,5.3,11000,101,Action
Cash Out,4.8,3000,92,Action
Trigger Warning,4.6,19000,106,Action
Under Paris,5.2,36000,104,Action
Kalki 2898 AD,7.0,67000,180,Action
Armor,3.6,4000,89,Action
Long Gone Heroes,5.2,1100,101,Action
Trouble,6.2,6900,98,Action
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Action
Jackpot!,5.8,30000,106,Action
11 Rebels,6.2,418000,155,Action
Twilight of the Warriors: Walled In,7.0,9500,126,Action
Brothers,5.4,13000,89,Action
Amaran,8.1,19000,167,Action
The Shadow Strays,6.5,9200,144,Action
Duchess,4.6,1400,114,Action
The Silent Hour,6.1,7500,99,Action
The Fix,4.6,1200,98,Action
Red Right Hand,5.5,5900,111,Action
Weekend in Taipei,5.7,4700,100,Action
Hitpig,5.1,942000,86,Action
Alien: Rubicon,2.4,343000,86,Action
Watchmen: Chapter II,7.0,3100,90,Action
Hounds of War,4.5,1800,95,Action
Harbin,6.2,651000,108,Action
Fighter,6.2,52000,166,Action
Uprising,6.6,5600,126,Action
No Way Up,4.6,11000,90,Action
Boneyard,4.1,5000,96,Action
Role Play,5.5,19000,100,Action
Hagen,6.0,1200,139,Action
Cloud,6.3,1200,124,Action
Damaged,4.7,7300,97,Action
Bangkok Dog,4.7,201000,85,Action
Megamind vs. The Doom Syndicate,2.5,5600,83,Action
Chief of Station,4.7,4600,97,Action
Take Cover,5.1,2500,90,Action
Relay,7.5,108000,112,Action
The Prosecutor,6.7,2000,117,Action
Karma,7.9,1400,167,Action
Baby John,5.2,17000,159,Action
The Courier,6.0,4400,101,Action
Viduthalai Part 2,7.9,16000,170,Action
The Thundermans Return,5.0,1800,70,Action
Hanu Man,7.7,29000,158,Action
Revolver,5.4,868000,114,Action
Singham Again,4.7,75000,144,Action
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Action
Baby Invasion,4.6,459000,80,Action
My Spy: The Eternal City,5.7,11000,112,Action
Pusaka,5.2,128000,90,Action
The Roundup: Punishment,6.6,5300,109,Action
Sikandar Ka Muqaddar,6.0,24000,142,Action
River of Blood,5.2,1800,86,Action
Levels,5.0,1500,93,Action
Darkness of Man,4.8,3200,109,Action
The Quiet Ones,6.3,692000,110,Action
One More Shot,5.4,3700,103,Action
Zero,6.2,70000,88,Action
"I, the Executioner",6.3,1700,118,Action
Jigra,6.0,24000,153,Action
Prey,3.7,3300,86,Action
Devara Part 1,6.0,20000,176,Action
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,94,Action
Badland Hunters,5.9,12000,107,Action
The Last of Us: Immunity,5.3,19000,64,Action
My Hero Academia: You're Next,7.0,2200,110,Action
Aavesham,7.8,28000,155,Action
London Calling,7.5,22000,109,Action
Sunray: Fallen Soldier,4.3,639000,115,Action
Code 8: Part II,5.7,16000,100,Action
Raqa,5.6,217000,107,Action
Striking Rescue,5.7,423000,106,Action
Ultraman: Rising,6.9,6400,117,Action
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104,Action
The Price of Money: A Largo Winch Adventure,5.0,1200,100,Action
Dominique,5.3,2200,100,Action
The Clean Up Crew,4.1,1200,95,Action
Utopia,3.6,363000,91,Action
Officer Black Belt,6.8,8300,108,Action
Mafia Wars,3.4,243000,94,Action
Air Force One Down,4.4,2900,84,Action
Death Whisperer 2,6.4,1400,110,Action
Dan Da Dan: First Encounter,8.2,2700,83,Action
Joe Baby,7.4,32000,86,Action
The Wages of Fear,4.6,4100,104,Action
Night Call,6.8,2000,97,Action
Pani,6.9,3000,143,Action
KA,7.1,1600,151,Action
Simarik,6.5,2700,111,Action
Anaconda,4.9,637000,84,Action
Cesium Fallout,6.4,705000,136,Action
Dark Match,5.4,955000,94,Action
Latency,4.2,2600,94,Action
Article 370,7.8,25000,158,Action
The Family Star,5.4,5500,159,Action
Life After Fighting,6.4,2000,126,Action
Kill Em All 2,4.1,1300,88,Action
One Fast Move,5.0,2200,108,Action
40 Acres,6.8,136000,113,Action
Rogue Elements: A Ryan Drake Story,4.7,979000,44,Action
Murder Company,3.7,1600,86,Action
Elyas,6.1,1400,105,Action
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,94,Action
Bougainvillea,6.4,3200,138,Action
200% Wolf,5.9,1300,98,Action
Savi,6.1,35000,126,Action
Handsome Guys,6.5,846000,101,Action
Lights Out,4.9,1800,90,Action
Rifle Club,7.0,4300,113,Action
Angels Fallen: Warriors of Peace,4.9,5800,103,Action
The Greatest of All Time,5.7,22000,183,Action
